Player,Age,Nation,Pos,Squad,Comp,MP,Gls,Ast
Mathieu Gorgelin,33.0,fr FRA,Goalkeeper,Le Havre,fr Ligue 1,16,0,0
Andoni Gorosabel,27.0,es ESP,Defender,Athletic Club,es La Liga,20,0,2
Robin Gosens,30.0,de GER,Defender,Union Berlin,de Bundesliga,1,0,0
Mario Götze,32.0,de GER,"Midfielder, Forward",Eint Frankfurt,de Bundesliga,24,3,2
Amine Gouiri,24.0,dz ALG,"Midfielder, Forward",Rennes,fr Ligue 1,19,3,2
Lucas Gourna-Douath,20.0,fr FRA,Midfielder,Roma,it Serie A,6,0,0
Jeffrey Gouweleeuw,33.0,nl NED,Defender,Augsburg,de Bundesliga,33,1,4
Kamil Grabara,25.0,pl POL,Goalkeeper,Wolfsburg,de Bundesliga,29,0,0
Jonathan Gradit,31.0,fr FRA,Defender,Lens,fr Ligue 1,25,0,0
José Gragera,23.0,es ESP,Midfielder,Espanyol,es La Liga,10,0,0
Samuel Grandsir,27.0,fr FRA,"Midfielder, Forward",Le Havre,fr Ligue 1,6,0,0
Alberto Grassi,29.0,it ITA,Midfielder,Empoli,it Serie A,28,1,0
Ryan Gravenberch,22.0,nl NED,Midfielder,Liverpool,eng Premier League,37,0,4
Archie Gray,18.0,eng ENG,"Defender, Midfielder",Tottenham,eng Premier League,28,0,0
Jack Grealish,28.0,eng ENG,"Forward, Midfielder",Manchester City,eng Premier League,20,1,1
Jacob Greaves,23.0,eng ENG,Defender,Ipswich Town,eng Premier League,25,1,0
Mason Greenwood,22.0,eng ENG,"Forward, Midfielder",Marseille,fr Ligue 1,34,21,5
Michael Gregoritsch,30.0,at AUT,Forward,Freiburg,de Bundesliga,20,2,1
Dominik Greif,27.0,sk SVK,Goalkeeper,Mallorca,es La Liga,31,0,0
Antoine Griezmann,33.0,fr FRA,"Forward, Midfielder",Atlético Madrid,es La Liga,38,8,7
Vincenzo Grifo,31.0,it ITA,"Forward, Midfielder",Freiburg,de Bundesliga,34,8,11
Florian Grillitsch,28.0,at AUT,Midfielder,Hoffenheim,de Bundesliga,8,0,0
Álex Grimaldo,28.0,es ESP,Defender,Leverkusen,de Bundesliga,32,2,7
Pascal Groß,33.0,de GER,"Midfielder, Defender",Dortmund,de Bundesliga,30,0,9
Brajan Gruda,20.0,de GER,"Midfielder, Forward",Brighton,eng Premier League,21,1,4
Marco Grüll,26.0,at AUT,"Forward, Midfielder",Werder Bremen,de Bundesliga,30,6,1
Albert Grønbaek,23.0,dk DEN,"Midfielder, Forward",Rennes,fr Ligue 1,16,2,1
Vicente Guaita,37.0,es ESP,Goalkeeper,Celta Vigo,es La Liga,34,0,0
Sergi Guardiola,33.0,es ESP,Forward,Rayo Vallecano,es La Liga,16,0,0
Nemanja Gudelj,32.0,rs SRB,"Midfielder, Defender",Sevilla,es La Liga,31,1,1
Gabriel Gudmundsson,25.0,se SWE,Defender,Lille,fr Ligue 1,30,2,0
Gonçalo Guedes,27.0,pt POR,"Midfielder, Forward",Wolves,eng Premier League,29,2,4
Axel Gueguin,19.0,fr FRA,Forward,Montpellier,fr Ligue 1,1,0,0
Marc Guéhi,24.0,eng ENG,Defender,Crystal Palace,eng Premier League,34,3,2
Mattéo Guendouzi,25.0,fr FRA,Midfielder,Lazio,it Serie A,37,1,3
Javier Guerra,21.0,es ESP,Midfielder,Valencia,es La Liga,36,3,3
Raphaël Guerreiro,30.0,pt POR,"Defender, Midfielder",Bayern Munich,de Bundesliga,23,4,4
Evann Guessand,23.0,ci CIV,"Forward, Midfielder",Nice,fr Ligue 1,33,12,8
Ander Guevara,27.0,es ESP,Midfielder,Alavés,es La Liga,33,0,1
Pape Gueye,25.0,sn SEN,Midfielder,Villarreal,es La Liga,34,4,0
Morgan Guilavogui,26.0,gn GUI,"Forward, Midfielder",St. Pauli,de Bundesliga,25,6,2
Frederic Guilbert,29.0,fr FRA,Defender,Lecce,it Serie A,31,0,1
Luis Guilherme,18.0,br BRA,"Midfielder, Forward",West Ham,eng Premier League,12,0,0
Hugo Guillamón,24.0,es ESP,Midfielder,Valencia,es La Liga,12,0,0
Bruno Guimarães,26.0,br BRA,Midfielder,Newcastle Utd,eng Premier League,38,5,6
Carlos Guirao,21.0,es ESP,Midfielder,Betis,es La Liga,2,0,0
Bahereba Guirassy,17.0,fr FRA,"Forward, Midfielder",Nantes,fr Ligue 1,19,2,0
Serhou Guirassy,28.0,gn GUI,Forward,Dortmund,de Bundesliga,30,21,4
Marc Guiu,18.0,es ESP,Forward,Chelsea,eng Premier League,3,0,0
Péter Gulácsi,34.0,hu HUN,Goalkeeper,RB Leipzig,de Bundesliga,30,0,0
Arda Güler,19.0,tr TUR,"Midfielder, Forward",Real Madrid,es La Liga,28,3,4
Gerard Gumbau,29.0,es ESP,Midfielder,Rayo Vallecano,es La Liga,22,0,1
Robert Gumny,26.0,pl POL,Defender,Augsburg,de Bundesliga,7,0,0
İlkay Gündoğan,33.0,de GER,Midfielder,Manchester City,eng Premier League,33,1,6
Christian Günter,31.0,de GER,Defender,Freiburg,de Bundesliga,29,2,2
Jon Guridi,29.0,es ESP,"Midfielder, Forward",Alavés,es La Liga,33,3,1
Gorka Guruzeta,27.0,es ESP,Forward,Athletic Club,es La Liga,36,7,2
Malo Gusto,21.0,fr FRA,Defender,Chelsea,eng Premier League,32,0,1
Miguel Gutiérrez,23.0,es ESP,"Defender, Midfielder",Girona,es La Liga,29,1,5
Albert Guðmundsson,27.0,is ISL,"Forward, Midfielder",Fiorentina,it Serie A,24,6,1
Joško Gvardiol,22.0,hr CRO,Defender,Manchester City,eng Premier League,37,5,0
Emmanuel Gyasi,30.0,gh GHA,"Defender, Forward",Empoli,it Serie A,37,2,1
Christian Gytkjær,34.0,dk DEN,Forward,Venezia,it Serie A,29,2,1
Erling Haaland,24.0,no NOR,Forward,Manchester City,eng Premier League,31,22,3
Nicolas Haas,28.0,ch SUI,Midfielder,Empoli,it Serie A,10,0,0
Janik Haberer,30.0,de GER,"Midfielder, Defender",Union Berlin,de Bundesliga,28,0,0
Robin Hack,25.0,de GER,"Forward, Midfielder",Gladbach,de Bundesliga,33,4,7
Saad El Haddad,19.0,ma MAR,Midfielder,Venezia,it Serie A,3,0,0
Munir El Haddadi,28.0,ma MAR,"Forward, Midfielder",Leganés,es La Liga,25,4,0
Amadou Haidara,26.0,ml MLI,Midfielder,RB Leipzig,de Bundesliga,28,0,1
Massadio Haïdara,31.0,ml MLI,Defender,Brest,fr Ligue 1,22,0,0
Antoine Hainaut,22.0,fr FRA,"Defender, Forward",Parma,it Serie A,25,2,0
Mohamed Haj,19.0,tn TUN,Midfielder,Parma,it Serie A,15,1,2
Achraf Hakimi,25.0,ma MAR,Defender,Paris S-G,fr Ligue 1,25,4,6
Lewis Hall,19.0,eng ENG,Defender,Newcastle Utd,eng Premier League,27,0,4
Sébastien Haller,30.0,ci CIV,Forward,Leganés,es La Liga,8,0,0
Ali Al Hamadi,22.0,iq IRQ,Forward,Ipswich Town,eng Premier League,11,0,0
Andreas Hanche-Olsen,27.0,no NOR,Defender,Mainz 05,de Bundesliga,22,1,1
Florent Hanin,34.0,dz ALG,Defender,Angers,fr Ligue 1,33,1,2
Ridgeciano Haps,31.0,sr SUR,Defender,Venezia,it Serie A,25,1,1
Amine Harit,27.0,ma MAR,Midfielder,Marseille,fr Ligue 1,13,2,4
Marcus Harness,28.0,eng ENG,Midfielder,Ipswich Town,eng Premier League,2,0,0
Phil Harres,22.0,de GER,Forward,Holstein Kiel,de Bundesliga,26,8,1
Jack Harrison,27.0,eng ENG,Forward,Everton,eng Premier League,34,1,0
Abdou Harroui,26.0,nl NED,"Midfielder, Forward",Hellas Verona,it Serie A,10,1,2
Taylor Harwood-Bellis,22.0,eng ENG,Defender,Southampton,eng Premier League,34,1,0
Hans Hateboer,30.0,nl NED,Defender,Rennes,fr Ligue 1,26,0,0
Kjetil Haug,26.0,no NOR,Goalkeeper,Toulouse,fr Ligue 1,6,0,0
Kai Havertz,25.0,de GER,"Forward, Midfielder",Arsenal,eng Premier League,23,9,3
Ayden Heaven,17.0,eng ENG,Defender,Manchester Utd,eng Premier League,4,0,0
Jan Paul van Hecke,24.0,nl NED,Defender,Brighton,eng Premier League,34,1,1
Hwang Hee-chan,28.0,kr KOR,"Midfielder, Forward",Wolves,eng Premier League,21,2,0
Dean Henderson,27.0,eng ENG,Goalkeeper,Crystal Palace,eng Premier League,38,0,0
Liam Henderson,28.0,sct SCO,Midfielder,Empoli,it Serie A,36,0,4
Ramon Hendriks,23.0,nl NED,Defender,Stuttgart,de Bundesliga,25,0,1
Paul Hennrich,19.0,de GER,Midfielder,Hoffenheim,de Bundesliga,1,0,0
Benjamin Henrichs,27.0,de GER,Defender,RB Leipzig,de Bundesliga,15,0,2
Henrique,30.0,br BRA,Defender,Valladolid,es La Liga,5,0,0
Luis Henrique,22.0,br BRA,"Defender, Forward",Marseille,fr Ligue 1,33,7,7
Rico Henry,27.0,eng ENG,Defender,Brentford,eng Premier League,5,0,0
Mads Hermansen,24.0,dk DEN,Goalkeeper,Leicester City,eng Premier League,27,0,0
Mario Hermoso,29.0,es ESP,Defender,Leverkusen,de Bundesliga,4,0,0
Javi Hernández,26.0,es ESP,Defender,Leganés,es La Liga,31,2,1
Aridane Hernández,35.0,es ESP,Defender,Rayo Vallecano,es La Liga,14,0,0
Lucas Hernández,28.0,fr FRA,Defender,Paris S-G,fr Ligue 1,16,0,0
Theo Hernández,26.0,fr FRA,Defender,Milan,it Serie A,33,4,3
Hernani,30.0,br BRA,Midfielder,Parma,it Serie A,25,3,3
Jorge Herrando,23.0,es ESP,Defender,Osasuna,es La Liga,18,1,0
Ander Herrera,34.0,es ESP,Midfielder,Athletic Club,es La Liga,8,0,0
Sergio Herrera,31.0,es ESP,Goalkeeper,Osasuna,es La Liga,37,0,0
Yangel Herrera,26.0,ve VEN,Midfielder,Girona,es La Liga,29,4,3
Juan Herzog,21.0,es ESP,Defender,Las Palmas,es La Liga,19,0,0
Son Heung-min,32.0,kr KOR,Forward,Tottenham,eng Premier League,30,7,9
Isak Hien,25.0,se SWE,Defender,Atalanta,it Serie A,30,0,0
Omar El Hilali,20.0,ma MAR,Defender,Espanyol,es La Liga,36,0,2
James Hill,22.0,eng ENG,Defender,Bournemouth,eng Premier League,10,0,1
Piero Hincapié,22.0,ec ECU,Defender,Leverkusen,de Bundesliga,32,2,2
Roger Hinojo,19.0,es ESP,Defender,Espanyol,es La Liga,1,0,0
Jack Hinshelwood,19.0,eng ENG,"Midfielder, Defender",Brighton,eng Premier League,26,5,2
George Hirst,25.0,sct SCO,Forward,Ipswich Town,eng Premier League,26,3,1
Adam Hložek,22.0,cz CZE,"Forward, Midfielder",Hoffenheim,de Bundesliga,27,8,4
Ki-Jana Hoever,22.0,nl NED,Defender,Auxerre,fr Ligue 1,30,1,2
Nicolas Höfler,34.0,de GER,Midfielder,Freiburg,de Bundesliga,20,0,0
Jonas Hofmann,32.0,de GER,"Midfielder, Defender",Leverkusen,de Bundesliga,11,2,1
Philipp Hofmann,31.0,de GER,Forward,Bochum,de Bundesliga,32,3,3
Lucas Höler,30.0,de GER,"Forward, Midfielder",Freiburg,de Bundesliga,31,6,4
Mason Holgate,27.0,eng ENG,"Forward, Defender",Everton,eng Premier League,1,0,0
Benedict Hollerbach,23.0,de GER,"Forward, Midfielder",Union Berlin,de Bundesliga,34,9,1
Emil Holm,24.0,se SWE,Defender,Bologna,it Serie A,21,1,1
Lewis Holtby,33.0,de GER,Midfielder,Holstein Kiel,de Bundesliga,25,0,1
Gerrit Holtmann,29.0,ph PHI,"Defender, Forward",Bochum,de Bundesliga,23,2,1
Franck Honorat,27.0,fr FRA,Forward,Gladbach,de Bundesliga,19,4,7
Mathias Honsak,27.0,at AUT,"Forward, Defender",Heidenheim,de Bundesliga,22,5,1
Dinko Horkaš,25.0,hr CRO,Goalkeeper,Las Palmas,es La Liga,13,0,0
Timo Horn,31.0,de GER,Goalkeeper,Bochum,de Bundesliga,13,0,0
Cédric Hountondji,30.0,bj BEN,Defender,Angers,fr Ligue 1,3,0,0
Ilyes Housni,19.0,fr FRA,"Forward, Midfielder",Le Havre,fr Ligue 1,12,0,0
Harry Howell,15.0,eng ENG,Forward,Brighton,eng Premier League,1,0,0
Lukáš Hrádecký,34.0,fi FIN,Goalkeeper,Leverkusen,de Bundesliga,29,0,0
Robin Hranáč,24.0,cz CZE,Defender,Hoffenheim,de Bundesliga,4,0,0
Callum Hudson-Odoi,23.0,eng ENG,"Forward, Midfielder",Nott'ham Forest,eng Premier League,31,5,2
Will Hughes,29.0,eng ENG,Midfielder,Crystal Palace,eng Premier League,33,0,3
Dean Huijsen,19.0,es ESP,Defender,Bournemouth,eng Premier League,32,3,2
Mats Hummels,35.0,de GER,Defender,Roma,it Serie A,14,0,0
Omari Hutchinson,20.0,eng ENG,"Midfielder, Forward",Ipswich Town,eng Premier League,31,3,2
Elseid Hysaj,30.0,al ALB,Defender,Lazio,it Serie A,11,0,3
Hong Hyunseok,25.0,kr KOR,Midfielder,Mainz 05,de Bundesliga,23,0,1
Pierre Højbjerg,28.0,dk DEN,Midfielder,Marseille,fr Ligue 1,30,2,4
Oscar Højlund,19.0,dk DEN,Midfielder,Eint Frankfurt,de Bundesliga,20,1,0
Rasmus Højlund,21.0,dk DEN,Forward,Manchester Utd,eng Premier League,32,4,0
Pablo Ibáñez,25.0,es ESP,Midfielder,Osasuna,es La Liga,28,1,1
Hafiz Ibrahim,18.0,ng NGA,Forward,Reims,fr Ligue 1,11,0,1
Arijon Ibrahimović,18.0,de GER,Forward,Bayern Munich,de Bundesliga,1,0,0
Stanis Idumbo,19.0,be BEL,"Forward, Midfielder",Sevilla,es La Liga,14,1,1
Jay Idzes,24.0,id IDN,Defender,Venezia,it Serie A,35,1,0
Iglesias,26.0,es ESP,Defender,Getafe,es La Liga,37,0,1
Borja Iglesias,31.0,es ESP,Forward,Celta Vigo,es La Liga,37,11,3
Igor,26.0,br BRA,Defender,Brighton,eng Premier League,13,0,0
Kelechi Iheanacho,27.0,ng NGA,Forward,Sevilla,es La Liga,9,0,0
Jonathan Ikone,26.0,fr FRA,"Forward, Midfielder",Fiorentina,it Serie A,14,0,0
George Ilenikhena,17.0,ng NGA,Forward,Monaco,fr Ligue 1,23,3,2
Andrej Ilic,24.0,rs SRB,Forward,Union Berlin,de Bundesliga,16,7,0
Ivan Ilić,23.0,rs SRB,Midfielder,Torino,it Serie A,19,1,0
Rareş Ilie,21.0,ro ROU,Midfielder,Nice,fr Ligue 1,2,0,0
Samuel Iling-Junior,20.0,eng ENG,"Forward, Midfielder",Bologna,it Serie A,7,1,0
Danny Ings,32.0,eng ENG,"Forward, Midfielder",West Ham,eng Premier League,15,1,2
Alessio Iovine,33.0,it ITA,"Defender, Forward",Como,it Serie A,10,0,0
Tim Iroegbunam,21.0,eng ENG,Midfielder,Everton,eng Premier League,18,0,1
Jackson Irvine,31.0,au AUS,Midfielder,St. Pauli,de Bundesliga,29,0,6
Andy Irving,24.0,sct SCO,Midfielder,West Ham,eng Premier League,10,0,0
Alexander Isak,24.0,se SWE,Forward,Newcastle Utd,eng Premier League,34,23,6
Gustav Isaksen,23.0,dk DEN,Forward,Lazio,it Serie A,37,4,2
Isco,32.0,es ESP,Midfielder,Betis,es La Liga,22,9,8
Ismaily,34.0,br BRA,Defender,Lille,fr Ligue 1,16,0,1
Ardian Ismajli,27.0,al ALB,Defender,Empoli,it Serie A,29,0,0
Yanis Issoufou,17.0,fr FRA,"Midfielder, Forward",Montpellier,fr Ligue 1,4,0,0
Ko Itakura,27.0,jp JPN,Defender,Gladbach,de Bundesliga,31,3,0
Hiroki Ito,25.0,jp JPN,Defender,Bayern Munich,de Bundesliga,6,1,0
Junya Ito,31.0,jp JPN,"Forward, Midfielder",Reims,fr Ligue 1,33,4,3
Diego Iturralde,21.0,es ESP,Forward,Sevilla,es La Liga,1,0,0
Marko Ivezić,22.0,rs SRB,Defender,Holstein Kiel,de Bundesliga,23,0,0
Alex Iwobi,28.0,ng NGA,"Forward, Midfielder",Fulham,eng Premier League,38,9,6
Armando Izzo,32.0,it ITA,Defender,Monza,it Serie A,30,1,1
Fellipe Jack,18.0,br BRA,Defender,Como,it Serie A,7,0,0
Nicolas Jackson,23.0,sn SEN,Forward,Chelsea,eng Premier League,30,10,5
Jérémy Jacquet,19.0,fr FRA,Defender,Rennes,fr Ligue 1,11,0,1
Lee Jae-sung,31.0,kr KOR,Midfielder,Mainz 05,de Bundesliga,33,7,6
Ivan Jaime Pajuelo,23.0,es ESP,Midfielder,Valencia,es La Liga,9,0,0
Kristijan Jakić,27.0,hr CRO,Midfielder,Augsburg,de Bundesliga,31,0,1
Karl Jakob Hein,22.0,ee EST,Goalkeeper,Valladolid,es La Liga,31,0,0
Ismail Jakobs,24.0,sn SEN,Defender,Monaco,fr Ligue 1,2,0,0
Jordan James,20.0,wls WAL,Midfielder,Rennes,fr Ligue 1,23,0,1
Reece James,24.0,eng ENG,"Defender, Midfielder",Chelsea,eng Premier League,19,1,1
Vitaly Janelt,26.0,de GER,Midfielder,Brentford,eng Premier League,32,1,3
Adnan Januzaj,29.0,be BEL,"Midfielder, Forward",Las Palmas,es La Liga,18,2,1
Luca Jaquez,21.0,ch SUI,Defender,Stuttgart,de Bundesliga,5,0,0
Vitezslav Jaros,23.0,cz CZE,Goalkeeper,Liverpool,eng Premier League,1,0,0
Ali Jasim,20.0,iq IRQ,"Forward, Defender",Como,it Serie A,2,0,0
Mikel Jauregizar,20.0,es ESP,Midfielder,Athletic Club,es La Liga,34,2,1
Dominik Javorček,21.0,sk SVK,"Defender, Midfielder",Holstein Kiel,de Bundesliga,13,0,2
Gaby Jean,24.0,fr FRA,Defender,Lecce,it Serie A,19,0,0
Daniel Jebbison,20.0,eng ENG,Forward,Bournemouth,eng Premier League,16,1,0
Finn Jeltsch,18.0,de GER,Defender,Stuttgart,de Bundesliga,12,0,0
Malcolm Jeng,19.0,se SWE,Defender,Reims,fr Ligue 1,3,0,0
Fredrik Jensen,26.0,fi FIN,Midfielder,Augsburg,de Bundesliga,20,0,0
Mathias Jensen,28.0,dk DEN,Midfielder,Brentford,eng Premier League,24,0,2
Moritz Jenz,25.0,de GER,Defender,Mainz 05,de Bundesliga,19,0,0
Gabriel Jesus,27.0,br BRA,Forward,Arsenal,eng Premier League,17,3,0
Juan Jesus,33.0,br BRA,Defender,Napoli,it Serie A,15,0,1
Alejandro Jiménez,19.0,es ESP,"Defender, Forward",Milan,it Serie A,22,0,1
Raúl Jiménez,33.0,mx MEX,Forward,Fulham,eng Premier League,38,12,3
Kim Jisoo,19.0,kr KOR,Defender,Brentford,eng Premier League,3,0,0
João Pedro,22.0,br BRA,"Forward, Midfielder",Brighton,eng Premier League,27,10,6
John Joe,20.0,ie IRL,Midfielder,Reims,fr Ligue 1,13,0,0
Joelinton,27.0,br BRA,"Midfielder, Forward",Newcastle Utd,eng Premier League,29,4,3
Jofre,23.0,es ESP,"Midfielder, Forward",Espanyol,es La Liga,37,3,3
Þórir Jóhann Helgason,23.0,is ISL,Midfielder,Lecce,it Serie A,21,0,4
Carl Johansson,30.0,se SWE,Defender,Holstein Kiel,de Bundesliga,10,0,0
Ben Johnson,24.0,eng ENG,"Defender, Forward",Ipswich Town,eng Premier League,23,1,2
Brennan Johnson,23.0,wls WAL,Forward,Tottenham,eng Premier League,33,11,3
Karl-Johan Johnsson,34.0,se SWE,Goalkeeper,Strasbourg,fr Ligue 1,3,0,0
Sam Johnstone,31.0,eng ENG,Goalkeeper,Wolves,eng Premier League,7,0,0
Paul Joly,24.0,fr FRA,Defender,Auxerre,fr Ligue 1,26,0,1
Curtis Jones,23.0,eng ENG,"Midfielder, Defender",Liverpool,eng Premier League,33,3,3
Frenkie de Jong,27.0,nl NED,Midfielder,Barcelona,es La Liga,26,2,2
Joan Jordán,30.0,es ESP,Midfielder,Alavés,es La Liga,25,5,2
Jorginho,32.0,it ITA,Midfielder,Arsenal,eng Premier League,15,0,0
Jesse Joronen,31.0,fi FIN,Goalkeeper,Venezia,it Serie A,8,0,0
Jota,25.0,pt POR,"Forward, Midfielder",Rennes,fr Ligue 1,9,1,0
Diogo Jota,27.0,pt POR,Forward,Liverpool,eng Premier League,26,6,3
Antoine Joujou,21.0,fr FRA,"Midfielder, Forward",Le Havre,fr Ligue 1,26,0,2
Luka Jović,26.0,rs SRB,"Forward, Midfielder",Milan,it Serie A,15,2,0
Juanmi,31.0,es ESP,"Forward, Midfielder",Betis,es La Liga,11,0,0
Juanpe,33.0,es ESP,Defender,Girona,es La Liga,12,0,0
Jubal,30.0,br BRA,Defender,Auxerre,fr Ligue 1,30,6,0
Anthony Jung,32.0,de GER,Defender,Werder Bremen,de Bundesliga,28,0,0
Luiz Lúcio Reis Júnior,23.0,br BRA,Goalkeeper,Villarreal,es La Liga,17,0,0
Hamed Junior Traorè,24.0,ci CIV,Midfielder,Auxerre,fr Ligue 1,26,10,2
Vinicius Júnior,24.0,br BRA,Forward,Real Madrid,es La Liga,30,11,8
Josip Juranović,28.0,hr CRO,"Defender, Midfielder",Union Berlin,de Bundesliga,17,0,1
David Jurásek,23.0,cz CZE,Defender,Hoffenheim,de Bundesliga,14,0,1
Stanko Jurić,27.0,hr CRO,Midfielder,Valladolid,es La Liga,26,0,0
James Justin,26.0,eng ENG,Defender,Leicester City,eng Premier League,36,2,2
Filip Jørgensen,22.0,dk DEN,Goalkeeper,Chelsea,eng Premier League,6,0,0
Mohamed Kaba,22.0,fr FRA,Midfielder,Lecce,it Serie A,15,0,0
Yusuf Kabadayı,20.0,de GER,"Forward, Midfielder",Augsburg,de Bundesliga,5,1,0
Almugera Kabar,18.0,de GER,Defender,Dortmund,de Bundesliga,5,0,0
Christian Kabasele,33.0,be BEL,Defender,Udinese,it Serie A,16,2,0
Issa Kaboré,23.0,bf BFA,"Defender, Forward",Werder Bremen,de Bundesliga,9,0,0
Yaya Kader Fofana,20.0,ml MLI,"Midfielder, Forward",Reims,fr Ligue 1,12,1,1
Pavel Kadeřábek,32.0,cz CZE,Defender,Hoffenheim,de Bundesliga,24,2,0
Tino Kadewere,28.0,zw ZIM,"Midfielder, Forward",Nantes,fr Ligue 1,12,1,2
Ferdi Kadioglu,24.0,tr TUR,"Defender, Midfielder",Brighton,eng Premier League,6,1,0
Arnaud Kalimuendo,22.0,fr FRA,"Forward, Midfielder",Rennes,fr Ligue 1,33,17,3
Pierre Kalulu,24.0,fr FRA,Defender,Juventus,it Serie A,29,1,0
Justin-Noël Kalumba,19.0,fr FRA,"Forward, Midfielder",Angers,fr Ligue 1,2,0,0
Daichi Kamada,27.0,jp JPN,Midfielder,Crystal Palace,eng Premier League,34,0,0
Waren Kamanzi,23.0,no NOR,"Defender, Midfielder",Toulouse,fr Ligue 1,24,1,1
Boubacar Kamara,24.0,fr FRA,Midfielder,Aston Villa,eng Premier League,26,1,0
Glen Kamara,28.0,fi FIN,Midfielder,Rennes,fr Ligue 1,13,0,1
Hassane Kamara,30.0,ci CIV,Defender,Udinese,it Serie A,30,1,4
Noham Kamara,17.0,fr FRA,Defender,Paris S-G,fr Ligue 1,2,0,0
Willy Kambwala,19.0,fr FRA,Defender,Villarreal,es La Liga,19,0,0
Jakub Kamiński,22.0,pl POL,"Defender, Midfielder",Wolfsburg,de Bundesliga,22,0,2
Kevin Kampl,33.0,si SVN,Midfielder,RB Leipzig,de Bundesliga,26,1,0
Nordine Kandil,22.0,fr FRA,Midfielder,Strasbourg,fr Ligue 1,1,0,0
Harry Kane,31.0,eng ENG,Forward,Bayern Munich,de Bundesliga,31,26,9
Lee Kang-in,23.0,kr KOR,"Forward, Midfielder",Paris S-G,fr Ligue 1,30,6,6
Yann Karamoh,26.0,fr FRA,"Midfielder, Forward",Torino,it Serie A,29,0,1
Atakan Karazor,27.0,,Midfielder,Stuttgart,de Bundesliga,32,2,4
Jesper Karlsson,26.0,se SWE,Forward,Lecce,it Serie A,13,1,0
Jesper Karlström,29.0,se SWE,Midfielder,Udinese,it Serie A,37,0,3
Lior Kasa,18.0,il ISR,"Midfielder, Forward",Genoa,it Serie A,8,0,0
Grigoris Kastanos,26.0,cy CYP,"Midfielder, Forward",Hellas Verona,it Serie A,27,1,1
Mikkel Kaufmann,23.0,dk DEN,Forward,Heidenheim,de Bundesliga,9,0,0
Joachim Kayi Sanda,17.0,fr FRA,Defender,Southampton,eng Premier League,2,0,0
Michael Kayode,20.0,it ITA,"Defender, Forward",Fiorentina,it Serie A,5,0,0
Moise Kean,24.0,it ITA,Forward,Fiorentina,it Serie A,32,19,3
Michael Keane,31.0,eng ENG,Defender,Everton,eng Premier League,14,3,0
Yassine Kechta,22.0,ma MAR,"Midfielder, Forward",Le Havre,fr Ligue 1,31,2,0
Thilo Kehrer,27.0,de GER,Defender,Monaco,fr Ligue 1,27,4,0
Abdoulaye Keita,21.0,es ESP,"Forward, Midfielder",Getafe,es La Liga,3,0,0
Mandela Keita,22.0,be BEL,Midfielder,Parma,it Serie A,30,0,2
Yannik Keitel,24.0,de GER,Midfielder,Stuttgart,de Bundesliga,11,0,0
Andu Kelati,21.0,de GER,"Midfielder, Defender",Holstein Kiel,de Bundesliga,8,1,1
Caoimhín Kelleher,25.0,ie IRL,Goalkeeper,Liverpool,eng Premier League,10,0,0
Thomas Keller,24.0,de GER,"Defender, Midfielder",Heidenheim,de Bundesliga,6,0,0
Lloyd Kelly,25.0,eng ENG,Defender,Juventus,it Serie A,12,0,0
Aljoscha Kemlein,19.0,de GER,Midfielder,Union Berlin,de Bundesliga,15,1,0
Marc-Oliver Kempf,29.0,de GER,Defender,Como,it Serie A,31,0,0
Kenedy,28.0,br BRA,"Midfielder, Forward",Valladolid,es La Liga,2,0,0
Luca Kerber,22.0,de GER,"Midfielder, Defender",Heidenheim,de Bundesliga,23,2,0
Milos Kerkez,20.0,hu HUN,Defender,Bournemouth,eng Premier League,38,2,5
Reda Khadra,23.0,de GER,"Midfielder, Forward",Reims,fr Ligue 1,4,0,0
Bilal El Khannouss,20.0,ma MAR,"Midfielder, Forward",Leicester City,eng Premier League,32,2,3
Wahbi Khazri,33.0,tn TUN,"Forward, Midfielder",Montpellier,fr Ligue 1,30,1,1
Rani Khedira,30.0,de GER,Midfielder,Union Berlin,de Bundesliga,32,1,1
Abdukodir Khusanov,20.0,uz UZB,Defender,Lens,fr Ligue 1,13,0,0
Kialonda,26.0,ao ANG,Defender,Lecce,it Serie A,24,0,1
Kiké,34.0,es ESP,Forward,Alavés,es La Liga,35,13,0
Max Kilman,27.0,eng ENG,Defender,West Ham,eng Premier League,38,0,1
Joshua Kimmich,29.0,de GER,Midfielder,Bayern Munich,de Bundesliga,33,3,7
Presnel Kimpembe,28.0,fr FRA,Defender,Paris S-G,fr Ligue 1,2,0,0
Joshua King,32.0,no NOR,"Forward, Midfielder",Toulouse,fr Ligue 1,28,6,3
Tom King,29.0,wls WAL,Goalkeeper,Wolves,eng Premier League,1,0,0
Antonín Kinský,21.0,cz CZE,Goalkeeper,Tottenham,eng Premier League,6,0,0
Cédric Kipré,27.0,ci CIV,Defender,Reims,fr Ligue 1,28,0,1
Jakub Kiwior,24.0,pl POL,Defender,Arsenal,eng Premier League,17,1,0
Tim Kleindienst,28.0,de GER,Forward,Gladbach,de Bundesliga,31,16,7
Lukas Klostermann,28.0,de GER,Defender,RB Leipzig,de Bundesliga,28,1,0
Justin Kluivert,25.0,nl NED,Midfielder,Bournemouth,eng Premier League,34,12,6
Ansgar Knauff,22.0,de GER,"Midfielder, Defender",Eint Frankfurt,de Bundesliga,30,4,5
Magnus Knudsen,23.0,no NOR,Midfielder,Holstein Kiel,de Bundesliga,31,0,1
